,0
1066,WholeBlood
1067,Cells-EBV-transformedlymphocytes
1068,Artery-Tibial
1069,Testis
1070,Stomach
1071,Colon-Sigmoid
1072,Brain-Caudate(basalganglia)
1073,Cells-Transformedfibroblasts
1074,Colon-Transverse
1075,Pituitary
1076,WholeBlood
1077,Skin-NotSunExposed(Suprapubic)
1078,Brain-Putamen(basalganglia)
1079,Pituitary
1080,Lung
1081,Heart-AtrialAppendage
1082,Artery-Tibial
1083,Muscle-Skeletal
1084,Artery-Tibial
1085,WholeBlood
1086,Cells-EBV-transformedlymphocytes
1087,Muscle-Skeletal
1088,Colon-Sigmoid
1089,Adipose-Visceral(Omentum)
1090,Stomach
1091,Esophagus-Muscularis
1092,Brain-Cerebellum
1093,Skin-SunExposed(Lowerleg)
1094,WholeBlood
1095,Cells-EBV-transformedlymphocytes
1096,Artery-Aorta
1097,Esophagus-Muscularis
1098,Cells-Transformedfibroblasts
1099,Liver
1100,Brain-Nucleusaccumbens(basalganglia)
1101,Breast-MammaryTissue
1102,Adipose-Visceral(Omentum)
1103,Lung
1104,Thyroid
1105,Lung
1106,Brain-Amygdala
1107,Breast-MammaryTissue
1108,WholeBlood
1109,Lung
1110,WholeBlood
1111,Spleen
1112,Brain-Hypothalamus
1113,Colon-Transverse
1114,Cells-Leukemiacellline(CML)
1115,Brain-Cerebellum
1116,Brain-Nucleusaccumbens(basalganglia)
1117,Skin-NotSunExposed(Suprapubic)
1118,Lung
1119,Brain-Amygdala
1120,Brain-Nucleusaccumbens(basalganglia)
1121,AdrenalGland
1122,Thyroid
1123,Brain-Cortex
1124,Brain-Putamen(basalganglia)
1125,Spleen
1126,Lung
1127,Brain-FrontalCortex(BA9)
1128,Lung
1129,Breast-MammaryTissue
1130,Adipose-Visceral(Omentum)
1131,WholeBlood
1132,Brain-Nucleusaccumbens(basalganglia)
1133,Lung
1134,Lung
1135,Esophagus-GastroesophagealJunction
1136,Adipose-Subcutaneous
1137,Brain-Cerebellum
1138,Skin-SunExposed(Lowerleg)
1139,Brain-Nucleusaccumbens(basalganglia)
1140,Breast-MammaryTissue
1141,Pituitary
1142,Skin-NotSunExposed(Suprapubic)
1143,Skin-SunExposed(Lowerleg)
1144,Muscle-Skeletal
1145,Artery-Coronary
1146,Adipose-Subcutaneous
1147,Adipose-Subcutaneous
1148,Heart-LeftVentricle
1149,WholeBlood
1150,Brain-Hypothalamus
1151,Liver
1152,Muscle-Skeletal
1153,Esophagus-Muscularis
1154,Colon-Sigmoid
1155,Heart-LeftVentricle
1156,Breast-MammaryTissue
1157,Brain-Hypothalamus
1158,Muscle-Skeletal
1159,Testis
1160,Adipose-Visceral(Omentum)
1161,Skin-NotSunExposed(Suprapubic)
1162,Artery-Aorta
1163,Brain-Hypothalamus
1164,Thyroid
1165,Thyroid
1166,Artery-Tibial
1167,Muscle-Skeletal
1168,Adipose-Subcutaneous
1169,Esophagus-Muscularis
1170,Cells-Transformedfibroblasts
1171,Liver
1172,Liver
1173,Thyroid
1174,Kidney-Cortex
1175,WholeBlood
1176,Adipose-Subcutaneous
1177,Pancreas
1178,Artery-Tibial
1179,Muscle-Skeletal
1180,Brain-Caudate(basalganglia)
1181,Colon-Transverse
1182,Brain-FrontalCortex(BA9)
1183,Adipose-Subcutaneous
1184,Pituitary
1185,Artery-Aorta
1186,Heart-AtrialAppendage
1187,Lung
1188,AdrenalGland
1189,Skin-SunExposed(Lowerleg)
1190,Brain-Spinalcord(cervicalc-1)
1191,Brain-Nucleusaccumbens(basalganglia)
1192,Lung
1193,Testis
1194,Nerve-Tibial
1195,Pituitary
1196,Stomach
1197,Nerve-Tibial
1198,Heart-AtrialAppendage
1199,Brain-Cortex
1200,Testis
1201,Skin-SunExposed(Lowerleg)
1202,Muscle-Skeletal
1203,Esophagus-Muscularis
1204,Muscle-Skeletal
1205,Artery-Tibial
1206,Brain-Hypothalamus
1207,AdrenalGland
1208,Brain-Hypothalamus
1209,Colon-Sigmoid
1210,Brain-Cortex
1211,Brain-Cortex
1212,Liver
1213,Artery-Coronary
1214,Adipose-Visceral(Omentum)
1215,Muscle-Skeletal
1216,Nerve-Tibial
1217,Cells-Transformedfibroblasts
1218,Brain-Hypothalamus
1219,Breast-MammaryTissue
1220,Adipose-Subcutaneous
1221,Brain-Amygdala
1222,Vagina
1223,Lung
1224,Ovary
1225,Brain-Anteriorcingulatecortex(BA24)
1226,Brain-Substantianigra
1227,Liver
1228,Skin-NotSunExposed(Suprapubic)
1229,Stomach
1230,WholeBlood
1231,Lung
1232,Artery-Aorta
1233,Nerve-Tibial
1234,Artery-Tibial
1235,Ovary
1236,Skin-SunExposed(Lowerleg)
1237,Lung
1238,Cells-Transformedfibroblasts
1239,Adipose-Subcutaneous
1240,Skin-SunExposed(Lowerleg)
1241,Cells-EBV-transformedlymphocytes
1242,Esophagus-Mucosa
1243,Thyroid
1244,Esophagus-Muscularis
1245,Adipose-Subcutaneous
1246,Cells-EBV-transformedlymphocytes
1247,Breast-MammaryTissue
1248,Colon-Transverse
1249,Brain-Caudate(basalganglia)
1250,MinorSalivaryGland
1251,Artery-Tibial
1252,Thyroid
1253,Muscle-Skeletal
1254,Stomach
1255,Esophagus-Muscularis
1256,Muscle-Skeletal
1257,Stomach
1258,WholeBlood
1259,Brain-Spinalcord(cervicalc-1)
1260,Brain-Cortex
1261,Thyroid
1262,Muscle-Skeletal
1263,Brain-CerebellarHemisphere
1264,Brain-CerebellarHemisphere
1265,MinorSalivaryGland
1266,Esophagus-GastroesophagealJunction
1267,Breast-MammaryTissue
1268,Lung
1269,Brain-Anteriorcingulatecortex(BA24)
1270,Esophagus-Muscularis
1271,Esophagus-GastroesophagealJunction
1272,Esophagus-Muscularis
1273,Adipose-Subcutaneous
1274,MinorSalivaryGland
1275,Heart-AtrialAppendage
1276,Breast-MammaryTissue
1277,Adipose-Visceral(Omentum)
1278,Heart-AtrialAppendage
1279,Testis
1280,Colon-Transverse
1281,Uterus
1282,Esophagus-Muscularis
1283,Esophagus-Mucosa
1284,AdrenalGland
1285,WholeBlood
1286,Spleen
1287,Kidney-Cortex
1288,Thyroid
1289,Nerve-Tibial
1290,Brain-Caudate(basalganglia)
1291,Lung
1292,Artery-Tibial
1293,Adipose-Visceral(Omentum)
1294,WholeBlood
1295,Muscle-Skeletal
1296,Artery-Aorta
1297,Thyroid
1298,Heart-AtrialAppendage
1299,Brain-Caudate(basalganglia)
1300,Adipose-Subcutaneous
1301,Nerve-Tibial
1302,Adipose-Subcutaneous
1303,Muscle-Skeletal
1304,Pancreas
1305,Muscle-Skeletal
1306,Artery-Tibial
1307,Artery-Aorta
1308,Brain-Hypothalamus
1309,Brain-Hypothalamus
1310,Cells-Transformedfibroblasts
1311,Adipose-Subcutaneous
1312,Heart-LeftVentricle
1313,Adipose-Subcutaneous
1314,Skin-NotSunExposed(Suprapubic)
1315,Pancreas
1316,Bladder
1317,Artery-Tibial
1318,Esophagus-Muscularis
1319,Spleen
1320,Brain-Caudate(basalganglia)
1321,Cells-Transformedfibroblasts
1322,Skin-SunExposed(Lowerleg)
1323,Esophagus-Muscularis
1324,WholeBlood
1325,Ovary
1326,Adipose-Subcutaneous
1327,Nerve-Tibial
1328,Stomach
1329,Stomach
1330,Liver
1331,Brain-Caudate(basalganglia)
1332,Brain-Cerebellum
1333,Brain-Cerebellum
1334,Brain-Amygdala
1335,Pituitary
1336,Thyroid
1337,Brain-Putamen(basalganglia)
1338,WholeBlood
1339,Skin-SunExposed(Lowerleg)
1340,Prostate
1341,Esophagus-Mucosa
1342,Stomach
1343,Brain-Anteriorcingulatecortex(BA24)
1344,Adipose-Subcutaneous
1345,Lung
1346,Stomach
1347,Cells-Transformedfibroblasts
1348,Heart-AtrialAppendage
1349,Esophagus-Muscularis
1350,Lung
1351,Muscle-Skeletal
1352,Lung
1353,AdrenalGland
1354,Stomach
1355,Adipose-Subcutaneous
1356,Brain-Nucleusaccumbens(basalganglia)
1357,Artery-Tibial
1358,Muscle-Skeletal
1359,Heart-LeftVentricle
1360,Thyroid
1361,Skin-SunExposed(Lowerleg)
1362,Muscle-Skeletal
1363,Skin-SunExposed(Lowerleg)
1364,WholeBlood
1365,Cells-EBV-transformedlymphocytes
1366,Artery-Coronary
1367,Spleen
1368,Skin-SunExposed(Lowerleg)
1369,Cells-Transformedfibroblasts
1370,Artery-Aorta
1371,Ovary
1372,SmallIntestine-TerminalIleum
1373,Esophagus-GastroesophagealJunction
1374,AdrenalGland
1375,Brain-Amygdala
1376,Artery-Coronary
1377,Skin-SunExposed(Lowerleg)
1378,Muscle-Skeletal
1379,Cells-Transformedfibroblasts
1380,Artery-Tibial
1381,Heart-AtrialAppendage
1382,Artery-Coronary
1383,Esophagus-Mucosa
1384,Muscle-Skeletal
1385,Skin-SunExposed(Lowerleg)
1386,Muscle-Skeletal
1387,Adipose-Subcutaneous
1388,Brain-Putamen(basalganglia)
1389,Adipose-Visceral(Omentum)
1390,Lung
1391,Cells-Transformedfibroblasts
1392,Heart-LeftVentricle
1393,Brain-Caudate(basalganglia)
1394,Adipose-Subcutaneous
1395,Prostate
1396,Cells-Transformedfibroblasts
1397,Adipose-Subcutaneous
1398,Artery-Tibial
1399,Artery-Aorta
1400,Adipose-Subcutaneous
1401,Testis
1402,Esophagus-Mucosa
1403,WholeBlood
1404,Uterus
1405,Cells-Leukemiacellline(CML)
1406,Brain-Putamen(basalganglia)
1407,Artery-Tibial
1408,Muscle-Skeletal
1409,Brain-Nucleusaccumbens(basalganglia)
1410,Testis
1411,Ovary
1412,Adipose-Visceral(Omentum)
1413,Heart-LeftVentricle
1414,Brain-Spinalcord(cervicalc-1)
1415,Brain-Caudate(basalganglia)
1416,Brain-Spinalcord(cervicalc-1)
1417,Brain-Substantianigra
1418,SmallIntestine-TerminalIleum
1419,Brain-Cerebellum
1420,Nerve-Tibial
1421,Heart-AtrialAppendage
1422,Adipose-Subcutaneous
1423,Breast-MammaryTissue
1424,Nerve-Tibial
1425,Cells-Transformedfibroblasts
1426,Heart-LeftVentricle
1427,AdrenalGland
1428,Brain-Hypothalamus
1429,Brain-Cerebellum
1430,Esophagus-GastroesophagealJunction
1431,WholeBlood
1432,Esophagus-Mucosa
1433,AdrenalGland
1434,Muscle-Skeletal
1435,Skin-SunExposed(Lowerleg)
1436,Skin-SunExposed(Lowerleg)
1437,Skin-NotSunExposed(Suprapubic)
1438,Liver
1439,Breast-MammaryTissue
1440,Adipose-Subcutaneous
1441,Artery-Tibial
1442,Skin-NotSunExposed(Suprapubic)
1443,Spleen
1444,Thyroid
1445,Cells-Transformedfibroblasts
1446,Heart-AtrialAppendage
1447,Esophagus-Muscularis
1448,Esophagus-Mucosa
1449,Spleen
1450,Esophagus-Mucosa
1451,Brain-CerebellarHemisphere
1452,Lung
1453,Skin-NotSunExposed(Suprapubic)
1454,Esophagus-Mucosa
1455,Muscle-Skeletal
1456,Artery-Aorta
1457,Pituitary
1458,Brain-Spinalcord(cervicalc-1)
1459,Heart-LeftVentricle
1460,Brain-Caudate(basalganglia)
1461,Adipose-Subcutaneous
1462,WholeBlood
1463,Muscle-Skeletal
1464,Artery-Tibial
1465,Cells-Transformedfibroblasts
1466,Adipose-Subcutaneous
1467,Liver
1468,Thyroid
1469,Brain-Cerebellum
1470,Artery-Aorta
1471,Muscle-Skeletal
1472,Artery-Coronary
1473,WholeBlood
1474,Thyroid
1475,Heart-AtrialAppendage
1476,Skin-NotSunExposed(Suprapubic)
1477,AdrenalGland
1478,Muscle-Skeletal
1479,Uterus
1480,Esophagus-Mucosa
1481,Cells-Transformedfibroblasts
1482,Lung
1483,Esophagus-GastroesophagealJunction
1484,Colon-Transverse
1485,Brain-Cerebellum
1486,Pituitary
1487,Brain-FrontalCortex(BA9)
1488,Brain-Cerebellum
1489,Breast-MammaryTissue
1490,Uterus
1491,Artery-Tibial
1492,Artery-Aorta
1493,Heart-LeftVentricle
1494,SmallIntestine-TerminalIleum
1495,Heart-AtrialAppendage
1496,Colon-Transverse
1497,Kidney-Cortex
1498,Brain-Substantianigra
1499,Artery-Aorta
1500,Cells-Transformedfibroblasts
1501,Muscle-Skeletal
1502,Heart-LeftVentricle
1503,Muscle-Skeletal
1504,Esophagus-Muscularis
1505,Vagina
1506,Colon-Sigmoid
1507,Heart-AtrialAppendage
1508,WholeBlood
1509,Brain-Spinalcord(cervicalc-1)
1510,Artery-Tibial
1511,AdrenalGland
1512,Adipose-Visceral(Omentum)
1513,Heart-AtrialAppendage
1514,Cells-EBV-transformedlymphocytes
1515,Esophagus-GastroesophagealJunction
1516,Skin-NotSunExposed(Suprapubic)
1517,Cells-Transformedfibroblasts
1518,Heart-LeftVentricle
1519,Cells-Transformedfibroblasts
1520,AdrenalGland
1521,Skin-NotSunExposed(Suprapubic)
1522,Brain-CerebellarHemisphere
1523,Cells-EBV-transformedlymphocytes
1524,AdrenalGland
1525,Stomach
1526,Esophagus-GastroesophagealJunction
1527,Muscle-Skeletal
1528,Brain-Putamen(basalganglia)
1529,Heart-AtrialAppendage
1530,Brain-Nucleusaccumbens(basalganglia)
1531,Stomach
1532,Artery-Aorta
1533,Colon-Transverse
1534,MinorSalivaryGland
1535,Adipose-Subcutaneous
1536,Esophagus-Mucosa
1537,Adipose-Subcutaneous
1538,Prostate
1539,Breast-MammaryTissue
1540,Colon-Transverse
1541,Lung
1542,Skin-SunExposed(Lowerleg)
1543,WholeBlood
1544,Heart-AtrialAppendage
1545,Muscle-Skeletal
1546,Esophagus-GastroesophagealJunction
1547,Uterus
1548,Lung
1549,Skin-NotSunExposed(Suprapubic)
1550,Cells-Leukemiacellline(CML)
1551,Adipose-Subcutaneous
1552,Thyroid
1553,SmallIntestine-TerminalIleum
1554,Pituitary
1555,Skin-NotSunExposed(Suprapubic)
1556,Esophagus-GastroesophagealJunction
1557,Pituitary
1558,Artery-Tibial
1559,Lung
1560,Muscle-Skeletal
1561,Heart-AtrialAppendage
1562,Skin-NotSunExposed(Suprapubic)
1563,Liver
1564,Heart-LeftVentricle
1565,Vagina
1566,Artery-Tibial
1567,Skin-SunExposed(Lowerleg)
1568,Brain-Substantianigra
1569,Brain-Substantianigra
1570,Heart-AtrialAppendage
1571,Nerve-Tibial
1572,Brain-Spinalcord(cervicalc-1)
1573,Esophagus-Mucosa
1574,Artery-Tibial
1575,Muscle-Skeletal
1576,Muscle-Skeletal
1577,Adipose-Visceral(Omentum)
1578,Adipose-Subcutaneous
1579,Esophagus-GastroesophagealJunction
1580,Brain-Anteriorcingulatecortex(BA24)
1581,Heart-AtrialAppendage
1582,Brain-Substantianigra
1583,Testis
1584,WholeBlood
1585,Stomach
1586,Artery-Aorta
1587,Stomach
1588,Artery-Aorta
1589,Brain-Cortex
1590,Brain-Caudate(basalganglia)
1591,Prostate
1592,Prostate
1593,Thyroid
1594,AdrenalGland
1595,Stomach
1596,Esophagus-GastroesophagealJunction
1597,Cells-Transformedfibroblasts
1598,Skin-SunExposed(Lowerleg)
1599,Brain-Anteriorcingulatecortex(BA24)
1600,Thyroid
1601,Esophagus-Muscularis
1602,Brain-CerebellarHemisphere
1603,Breast-MammaryTissue
1604,Brain-Cortex
1605,Esophagus-Mucosa
1606,Prostate
1607,Skin-SunExposed(Lowerleg)
1608,Muscle-Skeletal
1609,Cells-Transformedfibroblasts
1610,Testis
1611,Nerve-Tibial
1612,Cells-Transformedfibroblasts
1613,Stomach
1614,Esophagus-Mucosa
1615,Esophagus-Mucosa
1616,Artery-Tibial
1617,Brain-Putamen(basalganglia)
1618,Adipose-Visceral(Omentum)
1619,Skin-NotSunExposed(Suprapubic)
1620,Cells-Transformedfibroblasts
1621,Liver
1622,Adipose-Subcutaneous
1623,Adipose-Subcutaneous
1624,Colon-Transverse
1625,Brain-Cortex
1626,Esophagus-Mucosa
1627,Nerve-Tibial
1628,Vagina
1629,Esophagus-Mucosa
1630,Vagina
1631,Cells-Transformedfibroblasts
1632,Breast-MammaryTissue
1633,Muscle-Skeletal
1634,Breast-MammaryTissue
1635,Brain-Substantianigra
1636,Heart-LeftVentricle
1637,Brain-Hippocampus
1638,Lung
1639,Testis
1640,Spleen
1641,Prostate
1642,Cells-Transformedfibroblasts
1643,Colon-Transverse
1644,Artery-Coronary
1645,Muscle-Skeletal
1646,Heart-LeftVentricle
1647,Testis
1648,Brain-CerebellarHemisphere
1649,Lung
1650,Thyroid
1651,Vagina
1652,Cells-Transformedfibroblasts
1653,Pituitary
1654,Skin-SunExposed(Lowerleg)
1655,Heart-LeftVentricle
1656,Uterus
1657,Nerve-Tibial
1658,WholeBlood
1659,Pancreas
1660,Lung
1661,WholeBlood
1662,Cells-EBV-transformedlymphocytes
1663,Muscle-Skeletal
1664,WholeBlood
1665,Brain-Nucleusaccumbens(basalganglia)
1666,Brain-CerebellarHemisphere
1667,Colon-Sigmoid
1668,WholeBlood
1669,Colon-Transverse
1670,Brain-Cortex
1671,WholeBlood
1672,Skin-SunExposed(Lowerleg)
1673,Cells-Transformedfibroblasts
1674,Adipose-Subcutaneous
1675,Cells-Transformedfibroblasts
1676,Pancreas
1677,Esophagus-Muscularis
1678,Heart-LeftVentricle
1679,Breast-MammaryTissue
1680,Cells-Transformedfibroblasts
1681,Esophagus-Mucosa
1682,Prostate
1683,Vagina
1684,Esophagus-GastroesophagealJunction
1685,Stomach
1686,Thyroid
1687,Brain-Hippocampus
1688,Prostate
1689,Cells-Leukemiacellline(CML)
1690,Skin-NotSunExposed(Suprapubic)
1691,Brain-Cortex
1692,Brain-Hippocampus
1693,WholeBlood
1694,Uterus
1695,Pancreas
1696,Brain-Nucleusaccumbens(basalganglia)
1697,Heart-AtrialAppendage
1698,Esophagus-GastroesophagealJunction
1699,Muscle-Skeletal
1700,Liver
1701,Brain-Anteriorcingulatecortex(BA24)
1702,Brain-Spinalcord(cervicalc-1)
1703,Thyroid
1704,AdrenalGland
1705,Ovary
1706,Lung
1707,Esophagus-Mucosa
1708,Brain-Hippocampus
1709,Lung
1710,Nerve-Tibial
1711,Artery-Coronary
1712,Kidney-Cortex
1713,Brain-Putamen(basalganglia)
1714,Brain-Hypothalamus
1715,Brain-CerebellarHemisphere
1716,Cells-Transformedfibroblasts
1717,Thyroid
1718,Brain-Caudate(basalganglia)
1719,Pancreas
1720,Liver
1721,Muscle-Skeletal
1722,Artery-Tibial
1723,Liver
1724,Nerve-Tibial
1725,Nerve-Tibial
1726,Nerve-Tibial
1727,Artery-Coronary
1728,Nerve-Tibial
1729,Esophagus-Mucosa
1730,WholeBlood
1731,Testis
1732,MinorSalivaryGland
1733,Cells-Transformedfibroblasts
1734,Prostate
1735,SmallIntestine-TerminalIleum
1736,Esophagus-Mucosa
1737,Skin-NotSunExposed(Suprapubic)
1738,Cells-Transformedfibroblasts
1739,Testis
1740,Artery-Coronary
1741,AdrenalGland
1742,Esophagus-Muscularis
1743,Adipose-Visceral(Omentum)
1744,Nerve-Tibial
1745,Brain-Anteriorcingulatecortex(BA24)
1746,Uterus
1747,WholeBlood
1748,Artery-Tibial
1749,Brain-Spinalcord(cervicalc-1)
1750,Nerve-Tibial
1751,Brain-CerebellarHemisphere
1752,Brain-Cerebellum
1753,WholeBlood
1754,Artery-Tibial
1755,Artery-Tibial
1756,Adipose-Subcutaneous
1757,Artery-Coronary
1758,Artery-Aorta
1759,Adipose-Subcutaneous
1760,Heart-AtrialAppendage
1761,Esophagus-Mucosa
1762,Skin-SunExposed(Lowerleg)
1763,Cells-Transformedfibroblasts
1764,Brain-CerebellarHemisphere
1765,Esophagus-Mucosa
1766,Brain-Caudate(basalganglia)
1767,Testis
1768,Brain-Anteriorcingulatecortex(BA24)
1769,Stomach
1770,Uterus
1771,Stomach
1772,Brain-FrontalCortex(BA9)
1773,Brain-Spinalcord(cervicalc-1)
1774,SmallIntestine-TerminalIleum
1775,Adipose-Visceral(Omentum)
1776,Thyroid
1777,Breast-MammaryTissue
1778,Muscle-Skeletal
1779,Adipose-Subcutaneous
1780,Skin-NotSunExposed(Suprapubic)
1781,Nerve-Tibial
1782,Testis
1783,Lung
1784,Nerve-Tibial
1785,AdrenalGland
1786,Nerve-Tibial
1787,Muscle-Skeletal
1788,Heart-AtrialAppendage
1789,Muscle-Skeletal
1790,Brain-CerebellarHemisphere
1791,WholeBlood
1792,Pancreas
1793,Breast-MammaryTissue
1794,SmallIntestine-TerminalIleum
1795,Esophagus-GastroesophagealJunction
1796,Uterus
1797,Adipose-Subcutaneous
1798,Esophagus-Mucosa
1799,Liver
1800,Muscle-Skeletal
1801,Colon-Sigmoid
1802,Adipose-Visceral(Omentum)
1803,Cells-EBV-transformedlymphocytes
1804,Skin-NotSunExposed(Suprapubic)
1805,Heart-LeftVentricle
1806,Muscle-Skeletal
1807,Cells-Transformedfibroblasts
1808,Testis
1809,Brain-Hypothalamus
1810,Adipose-Visceral(Omentum)
1811,Brain-Cortex
1812,Esophagus-GastroesophagealJunction
1813,Skin-SunExposed(Lowerleg)
1814,Adipose-Subcutaneous
1815,Brain-Anteriorcingulatecortex(BA24)
1816,Brain-FrontalCortex(BA9)
1817,Cells-Leukemiacellline(CML)
1818,Heart-LeftVentricle
1819,Esophagus-Muscularis
1820,Brain-Nucleusaccumbens(basalganglia)
1821,SmallIntestine-TerminalIleum
1822,Muscle-Skeletal
1823,Colon-Sigmoid
1824,Esophagus-Mucosa
1825,Lung
1826,Brain-Hippocampus
1827,Muscle-Skeletal
1828,Ovary
1829,Brain-FrontalCortex(BA9)
1830,Pancreas
1831,Lung
1832,Colon-Sigmoid
1833,Esophagus-GastroesophagealJunction
1834,Vagina
1835,Cells-Transformedfibroblasts
1836,Heart-LeftVentricle
1837,WholeBlood
1838,Skin-NotSunExposed(Suprapubic)
1839,Artery-Coronary
1840,Esophagus-Mucosa
1841,Spleen
1842,Skin-SunExposed(Lowerleg)
1843,Brain-Anteriorcingulatecortex(BA24)
1844,Artery-Coronary
1845,Esophagus-Mucosa
1846,Brain-Hypothalamus
1847,Nerve-Tibial
1848,Adipose-Subcutaneous
1849,Pancreas
1850,Artery-Coronary
1851,Skin-SunExposed(Lowerleg)
1852,Prostate
1853,Colon-Transverse
1854,Muscle-Skeletal
1855,Heart-LeftVentricle
1856,Liver
1857,Colon-Transverse
1858,Pancreas
1859,Nerve-Tibial
1860,Artery-Tibial
1861,Brain-Spinalcord(cervicalc-1)
1862,Liver
1863,Brain-FrontalCortex(BA9)
1864,Brain-Amygdala
1865,Brain-FrontalCortex(BA9)
1866,Breast-MammaryTissue
1867,WholeBlood
1868,Esophagus-GastroesophagealJunction
1869,Esophagus-Mucosa
1870,Artery-Aorta
1871,Brain-Nucleusaccumbens(basalganglia)
1872,Brain-Amygdala
1873,Brain-FrontalCortex(BA9)
1874,Esophagus-Muscularis
1875,Spleen
1876,Adipose-Subcutaneous
1877,Breast-MammaryTissue
1878,Esophagus-Mucosa
1879,Skin-SunExposed(Lowerleg)
1880,Adipose-Subcutaneous
1881,Breast-MammaryTissue
1882,Cells-Transformedfibroblasts
1883,Heart-AtrialAppendage
1884,Brain-Hippocampus
1885,Esophagus-Muscularis
1886,Nerve-Tibial
1887,Heart-LeftVentricle
1888,Muscle-Skeletal
1889,Skin-NotSunExposed(Suprapubic)
1890,Cells-Transformedfibroblasts
1891,Stomach
1892,Stomach
1893,Thyroid
1894,AdrenalGland
1895,Liver
1896,Brain-FrontalCortex(BA9)
1897,Esophagus-Muscularis
1898,Cells-EBV-transformedlymphocytes
1899,Brain-Amygdala
1900,Prostate
1901,Muscle-Skeletal
1902,Adipose-Visceral(Omentum)
1903,Brain-Nucleusaccumbens(basalganglia)
1904,WholeBlood
1905,Brain-Spinalcord(cervicalc-1)
1906,Brain-FrontalCortex(BA9)
1907,Skin-NotSunExposed(Suprapubic)
1908,Brain-Cortex
1909,Artery-Tibial
1910,Brain-Cerebellum
1911,Esophagus-Mucosa
1912,Brain-Hippocampus
1913,Prostate
1914,Esophagus-GastroesophagealJunction
1915,Cells-Transformedfibroblasts
1916,WholeBlood
1917,Nerve-Tibial
1918,Prostate
1919,Brain-Amygdala
1920,Artery-Aorta
1921,Ovary
1922,Adipose-Visceral(Omentum)
1923,Esophagus-Mucosa
1924,Brain-Cortex
1925,Pancreas
1926,Heart-AtrialAppendage
1927,Cells-Transformedfibroblasts
1928,Esophagus-Muscularis
1929,Muscle-Skeletal
1930,Vagina
1931,Stomach
1932,Esophagus-GastroesophagealJunction
1933,Esophagus-GastroesophagealJunction
1934,Muscle-Skeletal
1935,Esophagus-Muscularis
1936,Heart-LeftVentricle
1937,Brain-Hypothalamus
1938,Colon-Transverse
1939,Lung
1940,Brain-Substantianigra
1941,Cells-Transformedfibroblasts
1942,Brain-FrontalCortex(BA9)
1943,Heart-AtrialAppendage
1944,Liver
1945,Esophagus-Muscularis
1946,Colon-Sigmoid
1947,Kidney-Cortex
1948,Muscle-Skeletal
1949,Vagina
1950,AdrenalGland
1951,Testis
1952,Cells-Transformedfibroblasts
1953,Nerve-Tibial
1954,Pancreas
1955,Lung
1956,Breast-MammaryTissue
1957,Cells-Leukemiacellline(CML)
1958,Artery-Tibial
1959,Spleen
1960,Prostate
1961,Stomach
1962,Cells-Transformedfibroblasts
1963,Cells-EBV-transformedlymphocytes
1964,Cells-Transformedfibroblasts
1965,Testis
1966,Brain-Caudate(basalganglia)
1967,Spleen
1968,Artery-Aorta
1969,Cells-EBV-transformedlymphocytes
1970,AdrenalGland
1971,Adipose-Visceral(Omentum)
1972,Esophagus-GastroesophagealJunction
1973,Brain-Putamen(basalganglia)
1974,Esophagus-Mucosa
1975,Cells-Leukemiacellline(CML)
1976,Thyroid
1977,Skin-SunExposed(Lowerleg)
1978,Skin-SunExposed(Lowerleg)
1979,Adipose-Visceral(Omentum)
1980,Muscle-Skeletal
1981,Spleen
1982,Cells-Leukemiacellline(CML)
1983,Prostate
1984,Artery-Tibial
1985,Thyroid
1986,Esophagus-Muscularis
1987,Breast-MammaryTissue
1988,Cells-Transformedfibroblasts
1989,Cells-Transformedfibroblasts
1990,Brain-Spinalcord(cervicalc-1)
1991,Brain-Cerebellum
1992,Heart-LeftVentricle
1993,Brain-Putamen(basalganglia)
1994,Artery-Tibial
1995,Skin-NotSunExposed(Suprapubic)
1996,Adipose-Subcutaneous
1997,Nerve-Tibial
1998,Stomach
1999,Muscle-Skeletal
2000,Esophagus-Muscularis
2001,Adipose-Visceral(Omentum)
2002,Lung
2003,Adipose-Subcutaneous
2004,Testis
2005,Brain-Putamen(basalganglia)
2006,Adipose-Subcutaneous
2007,FallopianTube
2008,Nerve-Tibial
2009,Adipose-Subcutaneous
2010,Muscle-Skeletal
2011,Ovary
2012,Heart-LeftVentricle
2013,Brain-Putamen(basalganglia)
2014,Adipose-Visceral(Omentum)
2015,Brain-Anteriorcingulatecortex(BA24)
2016,Uterus
2017,Brain-CerebellarHemisphere
2018,Breast-MammaryTissue
2019,SmallIntestine-TerminalIleum
2020,Muscle-Skeletal
2021,Uterus
2022,Esophagus-Mucosa
2023,Adipose-Subcutaneous
2024,Esophagus-GastroesophagealJunction
2025,Muscle-Skeletal
2026,Esophagus-GastroesophagealJunction
2027,Spleen
2028,Pituitary
2029,MinorSalivaryGland
2030,Adipose-Visceral(Omentum)
2031,Brain-Caudate(basalganglia)
2032,Cells-Transformedfibroblasts
2033,Prostate
2034,Adipose-Subcutaneous
2035,Brain-Hypothalamus
2036,Brain-Nucleusaccumbens(basalganglia)
2037,Skin-NotSunExposed(Suprapubic)
2038,Muscle-Skeletal
2039,Muscle-Skeletal
2040,Muscle-Skeletal
2041,Colon-Transverse
2042,Colon-Sigmoid
2043,Cells-EBV-transformedlymphocytes
2044,Artery-Tibial
2045,Skin-SunExposed(Lowerleg)
2046,Muscle-Skeletal
